"Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","Price"
"Chevrolet Beat Diesel LT","Jaipur","2012.0","88000.0","Diesel","Manual","First","25.44 kmpl","936 CC","57.6 bhp","5.0","1.5"
"Skoda Superb Elegance 1.8 TSI AT","Kochi","2012.0","53537.0","Petrol","Automatic","First","13.7 kmpl","1798 CC","157.75 bhp","5.0","6.89"
"Ford Fiesta 1.4 TDCi EXI Limited Edition","Chennai","2006.0","216000.0","Diesel","Manual","Second","17.8 kmpl","1399 CC","68 bhp","5.0","1.45"
"BMW 5 Series 520d Luxury Line","Hyderabad","2014.0","51000.0","Diesel","Automatic","First","22.48 kmpl","1995 CC","190 bhp","5.0","33.5"
"Chevrolet Optra Magnum 1.6 LS BS3","Jaipur","2007.0","118500.0","Petrol","Manual","First","12.9 kmpl","1598 CC","102.5 bhp","5.0","1.25"
"Volkswagen Polo Diesel Highline 1.2L","Hyderabad","2012.0","63000.0","Diesel","Manual","First","22.07 kmpl","1199 CC","73.9 bhp","5.0","4.2"
"Renault Lodgy 110PS RxZ 8 Seater","Mumbai","2015.0","25000.0","Diesel","Manual","First","19.98 kmpl","1461 CC","108.5 bhp","8.0","6.75"
"Mercedes-Benz E-Class E250 CDI Avantgrade","Bangalore","2014.0","37382.0","Diesel","Automatic","First","13.0 kmpl","2143 CC","201.1 bhp","5.0","32.0"
"Maruti Baleno Alpha","Kochi","2017.0","24773.0","Petrol","Manual","First","21.4 kmpl","1197 CC","83.1 bhp","5.0","7.5"
"Hyundai Verna 1.6 SX","Delhi","2012.0","62000.0","Diesel","Manual","First","22.32 kmpl","1582 CC","126.32 bhp","5.0","4.6"
"Hyundai i10 Magna 1.1","Kochi","2017.0","52340.0","Petrol","Manual","First","19.81 kmpl","1086 CC","68.05 bhp","5.0","4.04"
"Mahindra Scorpio 1.99 S10 4WD","Kochi","2016.0","56739.0","Diesel","Manual","First","15.4 kmpl","1997 CC","120 bhp","7.0","10.31"
"Land Rover Range Rover 2.2L Dynamic","Coimbatore","2018.0","36091.0","Diesel","Automatic","First","12.7 kmpl","2179 CC","187.7 bhp","5.0","55.76"
"Ford Figo Diesel ZXI","Chennai","2010.0","120000.0","Diesel","Manual","First","20.0 kmpl","1399 CC","68 bhp","5.0","2.6"
"Maruti Ertiga ZDI","Mumbai","2016.0","33000.0","Diesel","Manual","First","25.47 kmpl","1248 CC","88.50 bhp","7.0","8.5"
"Honda City 1.5 GXI","Ahmedabad","2007.0","60006.0","Petrol","Manual","First","0.0 kmpl","","","","2.95"
"Honda Amaze S i-Dtech","Kolkata","2014.0","52000.0","Diesel","Manual","First","25.8 kmpl","1498 CC","98.6 bhp","5.0","3.5"
"Hyundai i10 Magna","Jaipur","2015.0","43571.0","Petrol","Manual","First","20.36 kmpl","1197 CC","78.9 bhp","5.0","3.55"
"Honda Amaze S i-Dtech","Kolkata","2013.0","50000.0","Diesel","Manual","First","25.8 kmpl","1498 CC","98.6 bhp","5.0","3.25"
"Skoda Laura Ambiente","Hyderabad","2008.0","113000.0","Diesel","Manual","First","17.5 kmpl","1896 CC","106 bhp","5.0","4.5"
"Renault Duster 85PS Diesel RxL","Delhi","2014.0","90000.0","Diesel","Manual","First","19.87 kmpl","1461 CC","83.8 bhp","5.0","5.35"
"Mahindra NuvoSport N6","Chennai","2017.0","29000.0","Diesel","Manual","Second","17.45 kmpl","1493 CC","100 bhp","7.0","6.5"
"Maruti Vitara Brezza ZDi Plus Dual Tone","Mumbai","2016.0","20000.0","Diesel","Manual","First","24.3 kmpl","1248 CC","88.5 bhp","5.0","9.0"
"Hyundai i20 Asta Option 1.2","Kochi","2016.0","61012.0","Petrol","Manual","First","18.6 kmpl","1197 CC","81.83 bhp","5.0","6.0"
"Skoda Fabia 1.4 MPI Ambiente","Jaipur","2009.0","87459.0","Petrol","Manual","First","14.7 kmpl","1390 CC","85 bhp","5.0","2.75"
"Tata Indigo eCS GLX","Pune","2010.0","70500.0","Petrol","Manual","First","15.64 kmpl","1193 CC","64.1 bhp","5.0","1.5"
"Audi Q3 2012-2015 35 TDI Quattro Premium Plus","Delhi","2015.0","64103.0","Diesel","Automatic","First","15.73 kmpl","1968 CC","174.33 bhp","5.0","19.9"
"Skoda Octavia Elegance 1.8 TSI AT","Mumbai","2014.0","76000.0","Petrol","Automatic","First","14.7 kmpl","1798 CC","177.5 bhp","5.0","10.0"
"Toyota Etios Liva GD SP","Delhi","2014.0","104000.0","Diesel","Manual","First","23.59 kmpl","1364 CC","67.06 bhp","5.0","3.0"
"Maruti Swift 1.3 VXi","Kolkata","2010.0","42001.0","Petrol","Manual","First","16.1 kmpl","","","","2.11"
"Mercedes-Benz B Class B180","Kochi","2014.0","37245.0","Petrol","Automatic","First","14.8 kmpl","1595 CC","120.7 bhp","5.0","11.96"
"Honda Amaze S Diesel","Kolkata","2013.0","45000.0","Diesel","Manual","First","27.4 kmpl","1498 CC","98.6 bhp","5.0","3.25"
"Hyundai Verna 1.6 SX","Jaipur","2012.0","117837.0","Diesel","Manual","Second","22.32 kmpl","1582 CC","126.32 bhp","5.0","4.75"
"Renault Duster 85PS Diesel RxL Optional","Mumbai","2014.0","30000.0","Diesel","Manual","First","20.46 kmpl","1461 CC","83.8 bhp","5.0","5.95"
"Hyundai Creta 1.6 VTVT S","Delhi","2015.0","27057.0","Petrol","Manual","Second","15.29 kmpl","1591 CC","121.3 bhp","5.0","8.15"
"Maruti Wagon R AMT VXI","Mumbai","2016.0","8500.0","Petrol","Automatic","First","20.51 kmpl","998 CC","67 bhp","5.0","4.22"
"Mercedes-Benz New C-Class C250 Avantgarde","Kolkata","2010.0","30500.0","Petrol","Automatic","First","11.74 kmpl","1796 CC","186 bhp","5.0","10.5"
"Audi A8 L 3.0 TDI quattro","Delhi","2012.0","56000.0","Diesel","Automatic","First","11.8 kmpl","2967 CC","246.7 bhp","5.0","45.0"
"Hyundai i10 Magna 1.1","Pune","2012.0","44000.0","Petrol","Manual","Second","19.81 kmpl","1086 CC","68.05 bhp","5.0","2.9"
"Skoda Rapid 1.6 MPI AT Style Black Package","Mumbai","2017.0","10500.0","Petrol","Automatic","First","14.3 kmpl","1598 CC","103.52 bhp","5.0","8.9"
"Skoda Superb Style 1.8 TSI AT","Hyderabad","2017.0","26000.0","Petrol","Automatic","First","14.67 kmpl","1798 CC","177.46 bhp","5.0","26.0"
"Hyundai i20 Active 1.2 SX","Coimbatore","2018.0","25166.0","Petrol","Manual","First","17.19 kmpl","1197 CC","81.86 bhp","5.0","8.22"
"Honda Amaze VX i-DTEC","Kolkata","2014.0","64000.0","Diesel","Manual","Second","25.8 kmpl","1498 CC","98.6 bhp","5.0","3.5"
"Maruti Wagon R LXI","Chennai","2004.0","61000.0","Petrol","Manual","Second","18.9 kmpl","998 CC","67.1 bhp","5.0","1.25"
"Mahindra Verito 1.5 D4 BSIV","Hyderabad","2013.0","107000.0","Diesel","Manual","First","21.03 kmpl","1461 CC","65 bhp","5.0","3.7"
"Mercedes-Benz New C-Class C 220d Avantgarde Edition C","Coimbatore","2018.0","29161.0","Diesel","Automatic","First","19.27 kmpl","2143 CC","167.62 bhp","5.0","39.41"
"Maruti Wagon R VXI","Kolkata","2013.0","32000.0","Petrol","Manual","First","22.5 kmpl","998 CC","67.04 bhp","5.0","2.65"
"Nissan Terrano XV Premium 110 PS Anniversary Edition","Coimbatore","2015.0","46173.0","Diesel","Manual","Second","19.01 kmpl","1461 CC","108.5 bhp","5.0","8.92"
"Maruti Swift VDI BSIV","Delhi","2013.0","47000.0","Diesel","Manual","First","17.8 kmpl","1248 CC","null bhp","5.0","4.1"
"Mini Cooper Convertible S","Kochi","2017.0","26327.0","Petrol","Automatic","First","16.82 kmpl","1998 CC","189.08 bhp","4.0","35.67"
"Ford Figo Diesel","Bangalore","2015.0","70436.0","Diesel","Manual","First","0.0 kmpl","1498 CC","99 bhp","","3.6"
"Tata Indica V2 DLS BSII","Jaipur","2007.0","200000.0","Diesel","Manual","Second","17.2 kmpl","1396 CC","53.5 bhp","5.0","0.85"
"Chevrolet Beat LT","Kochi","2016.0","60813.0","Petrol","Manual","Second","18.6 kmpl","1199 CC","76.8 bhp","5.0","3.32"
"Volkswagen Polo Diesel Comfortline 1.2L","Mumbai","2012.0","45000.0","Diesel","Manual","First","22.07 kmpl","1199 CC","73.9 bhp","5.0","3.6"
"Maruti Swift ZDi","Hyderabad","2016.0","64000.0","Diesel","Manual","First","22.9 kmpl","1248 CC","74 bhp","5.0","6.8"
"Ford Figo Diesel EXI","Kolkata","2012.0","41284.0","Diesel","Manual","First","20.0 kmpl","1399 CC","68.05 bhp","5.0","2.5"
"Toyota Innova Crysta 2.8 GX AT","Kochi","2019.0","14165.0","Diesel","Automatic","First","11.36 kmpl","2755 CC","171.5 bhp","7.0","19.64"
"Hyundai Santa Fe 4x4 AT","Mumbai","2011.0","67000.0","Diesel","Automatic","Second","11.72 kmpl","2199 CC","194.3 bhp","7.0","7.0"
"Honda City i-VTEC V","Kolkata","2011.0","32572.0","Petrol","Manual","First","17.4 kmpl","1497 CC","117.3 bhp","5.0","3.87"
"Hyundai i20 1.2 Magna Executive","Kochi","2018.0","14960.0","Petrol","Manual","First","18.6 kmpl","1197 CC","81.83 bhp","5.0","6.27"
"Mercedes-Benz New C-Class C 220d Avantgarde Edition C","Kochi","2015.0","55980.0","Diesel","Automatic","First","19.27 kmpl","2143 CC","167.62 bhp","5.0","18.12"
"Chevrolet Beat Diesel LT","Mumbai","2013.0","74000.0","Diesel","Manual","First","25.44 kmpl","936 CC","57.6 bhp","5.0","2.65"
"Hyundai i20 Sportz 1.4 CRDi","Kochi","2015.0","56847.0","Diesel","Manual","First","22.54 kmpl","1396 CC","88.73 bhp","5.0","7.2"
"Toyota Innova 2.5 Z Diesel 7 Seater","Coimbatore","2015.0","121374.0","Diesel","Manual","First","12.99 kmpl","2494 CC","100.6 bhp","7.0","14.3"
"Maruti Ertiga VDI","Chennai","2013.0","52000.0","Diesel","Manual","First","20.77 kmpl","1248 CC","88.76 bhp","7.0","6.9"
"Toyota Innova 2.5 V Diesel 7-seater","Mumbai","2014.0","118000.0","Diesel","Manual","First","12.8 kmpl","2494 CC","102 bhp","7.0","10.75"
"Hyundai Santro Xing XO eRLX Euro II","Mumbai","2007.0","72000.0","Petrol","Manual","Third","17.0 kmpl","1086 CC","null bhp","5.0","0.95"
"Honda City i VTEC V","Kochi","2016.0","33915.0","Petrol","Manual","First","17.8 kmpl","1497 CC","117.3 bhp","5.0","8.09"
"BMW X1 sDrive20d","Ahmedabad","2014.0","82002.0","Diesel","Automatic","First","17.05 kmpl","1995 CC","184 bhp","5.0","18.5"
"Hyundai Grand i10 CRDi Era","Mumbai","2017.0","33000.0","Diesel","Manual","First","24.0 kmpl","1120 CC","70 bhp","5.0","4.75"
"Maruti Ciaz 1.3 Alpha","Chennai","2016.0","34000.0","Diesel","Manual","First","28.09 kmpl","1248 CC","88.5 bhp","5.0","8.45"
"Skoda Rapid Leisure 1.6 TDI MT","Kolkata","2012.0","55000.0","Diesel","Manual","First","20.5 kmpl","1598 CC","103.6 bhp","5.0","3.5"
"Hyundai Accent CRDi","Kochi","2006.0","160538.0","Diesel","Manual","First","13.1 kmpl","1493 CC","82 bhp","5.0","1.8"
"Volkswagen Polo GT 1.5 TDI","Jaipur","2014.0","60000.0","Diesel","Manual","Second","19.91 kmpl","1498 CC","103.6 bhp","5.0","3.7"
"Honda Jazz 1.2 VX i VTEC","Coimbatore","2017.0","49575.0","Petrol","Manual","First","18.7 kmpl","1199 CC","88.7 bhp","5.0","7.17"
"Hyundai i10 Era","Jaipur","2010.0","83000.0","Petrol","Manual","First","19.81 kmpl","1086 CC","68.05 bhp","5.0","1.75"
"Hyundai Tucson 2.0 e-VGT 2WD AT GLS","Kochi","2018.0","51346.0","Diesel","Automatic","First","16.38 kmpl","1995 CC","183 bhp","5.0","21.99"
"Toyota Innova Crysta 2.4 ZX MT","Pune","2017.0","43000.0","Diesel","Manual","First","13.68 kmpl","2393 CC","147.8 bhp","7.0","18.65"
"Maruti Omni MPI CARGO BSIII W/ IMMOBILISER","Jaipur","2011.0","35000.0","Petrol","Manual","Third","19.7 kmpl","796 CC","35 bhp","5.0","1.85"
"Maruti Swift VXI BSIV","Coimbatore","2017.0","27872.0","Petrol","Manual","Second","20.4 kmpl","1197 CC","81.80 bhp","5.0","5.95"
"Hyundai Grand i10 Magna","Mumbai","2014.0","16514.0","Petrol","Manual","First","18.9 kmpl","1197 CC","82 bhp","5.0","3.75"
"Maruti Swift VDI","Pune","2012.0","120000.0","Diesel","Manual","First","22.9 kmpl","1248 CC","74 bhp","5.0","3.75"
"Hyundai Verna CRDi 1.6 SX","Hyderabad","2008.0","143275.0","Diesel","Manual","First","22.0 kmpl","1582 CC","126.2 bhp","5.0","2.6"
"Hyundai Santro Xing XL","Hyderabad","2006.0","99000.0","Petrol","Manual","First","0.0 kmpl","1086 CC","null bhp","5.0","1.75"
"Hyundai i20 1.2 Sportz","Mumbai","2010.0","52000.0","Petrol","Manual","First","17.0 kmpl","1197 CC","80 bhp","5.0","2.8"
"Mercedes-Benz GLE 350d","Coimbatore","2017.0","29819.0","Diesel","Automatic","First","11.57 kmpl","2987 CC","254.79 bhp","5.0","61.29"
"Mercedes-Benz New C-Class C 220 CDI CLASSIC","Bangalore","2014.0","57000.0","Diesel","Manual","Second","15.8 kmpl","2148 CC","170 bhp","5.0","18.0"
"Maruti Ritz ZDi","Hyderabad","2014.0","88500.0","Diesel","Manual","First","23.2 kmpl","1248 CC","73.94 bhp","5.0","4.35"
"Hyundai Creta 1.6 CRDi SX","Bangalore","2016.0","28000.0","Diesel","Manual","First","19.67 kmpl","1582 CC","126.2 bhp","5.0","13.75"
"Maruti A-Star Vxi","Pune","2010.0","67000.0","Petrol","Manual","First","19.0 kmpl","998 CC","66.1 bhp","5.0","2.0"
"Renault Duster 110PS Diesel RXZ Option","Delhi","2016.0","26000.0","Diesel","Manual","First","19.64 kmpl","1461 CC","108.45 bhp","5.0","10.0"
"Fiat Grande Punto 1.3 Emotion Pack (Diesel)","Delhi","2010.0","120000.0","Diesel","Manual","First","17.8 kmpl","1248 CC","76 bhp","5.0","1.65"
"BMW X3 xDrive30d M Sport","Coimbatore","2017.0","51982.0","Diesel","Automatic","First","16.55 kmpl","2993 CC","258 bhp","5.0","45.77"
"Hyundai i10 Sportz","Bangalore","2010.0","36000.0","Petrol","Manual","Second","20.36 kmpl","1197 CC","78.9 bhp","5.0","3.25"
"Toyota Innova 2.5 G4 Diesel 7-seater","Pune","2016.0","47000.0","Diesel","Manual","First","12.8 kmpl","2494 CC","102 bhp","7.0","12.8"
"Maruti Zen VXI BSII","Mumbai","2002.0","60000.0","Petrol","Manual","Third","17.3 kmpl","993 CC","60 bhp","5.0","0.55"
"Maruti Swift VDI","Hyderabad","2018.0","31025.0","Diesel","Manual","First","28.4 kmpl","1248 CC","74 bhp","5.0","7.15"
"Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV","Pune","2013.0","105000.0","Diesel","Manual","Second","12.05 kmpl","2179 CC","120 bhp","8.0","7.0"
"Tata Zest Quadrajet 1.3 75PS XE","Pune","2017.0","121900.0","Diesel","Manual","First","22.95 kmpl","1248 CC","74 bhp","5.0","3.75"
"Ford EcoSport 1.0 Ecoboost Titanium Plus","Mumbai","2017.0","22695.0","Petrol","Manual","First","18.88 kmpl","999 CC","123.24 bhp","5.0","8.5"
"Maruti Swift Dzire ZDI","Jaipur","2012.0","73000.0","Diesel","Manual","First","23.4 kmpl","1248 CC","74 bhp","5.0","4.35"
"Maruti Alto 800 LXI","Kochi","2016.0","32227.0","Petrol","Manual","First","22.74 kmpl","796 CC","47.3 bhp","5.0","3.26"
"Honda City 1.5 S MT","Jaipur","2011.0","55000.0","Petrol","Manual","First","17.0 kmpl","1497 CC","118 bhp","5.0","4.21"
"Audi Q7 3.0 TDI Quattro Technology","Kochi","2018.0","11287.0","Diesel","Automatic","First","12.07 kmpl","2967 CC","241.4 bhp","7.0","70.36"
"Skoda Laura 1.9 TDI AT Ambiente","Mumbai","2009.0","48000.0","Diesel","Automatic","Second","17.0 kmpl","1896 CC","105 bhp","5.0","2.95"
"Hyundai Verna 1.6 SX VTVT (O)","Kochi","2012.0","54308.0","Petrol","Manual","First","17.1 kmpl","1591 CC","121.3 bhp","5.0","4.28"
"Honda City 1.5 V AT","Jaipur","2009.0","78442.0","Petrol","Automatic","First","16.8 kmpl","1497 CC","118 bhp","5.0","3.57"
"Hyundai i20 Magna Optional 1.4 CRDi","Kolkata","2013.0","46000.0","Diesel","Manual","First","21.9 kmpl","1396 CC","88.8 bhp","5.0","3.11"
"Hyundai i20 Sportz AT 1.4","Coimbatore","2014.0","45051.0","Petrol","Automatic","First","15.0 kmpl","1396 CC","98.6 bhp","5.0","5.96"
"Volkswagen Vento Diesel Highline","Hyderabad","2011.0","69000.0","Diesel","Manual","First","20.54 kmpl","1598 CC","103.6 bhp","5.0","4.7"
"Honda City i VTEC VX","Ahmedabad","2014.0","49000.0","Petrol","Manual","First","17.4 kmpl","1497 CC","117.3 bhp","5.0","6.9"
"Tata Zest Quadrajet 1.3 75PS XE","Pune","2018.0","45000.0","Diesel","Manual","First","22.95 kmpl","1248 CC","74 bhp","5.0","5.25"
"BMW 5 Series 2003-2012 520d","Pune","2015.0","64000.0","Diesel","Automatic","First","18.48 kmpl","1995 CC","177 bhp","5.0","28.0"
"Maruti Wagon R LXI Minor","Delhi","2009.0","60000.0","Petrol","Manual","First","18.9 kmpl","1061 CC","67 bhp","5.0","1.35"
"Honda Jazz VX","Delhi","2015.0","62178.0","Petrol","Manual","First","18.2 kmpl","1199 CC","88.7 bhp","5.0","4.85"
"Volkswagen Jetta 2007-2011 2.0 TDI Comfortline","Coimbatore","2012.0","58006.0","Diesel","Manual","First","15.0 kmpl","1896 CC","105 bhp","5.0","6.7"
"Hyundai i10 Magna 1.2","Hyderabad","2010.0","74000.0","Petrol","Manual","First","20.36 kmpl","1197 CC","78.9 bhp","5.0","3.1"
"Mercedes-Benz New C-Class C 220 CDI Avantgarde","Kochi","2015.0","77771.0","Diesel","Automatic","First","19.27 kmpl","2143 CC","170 bhp","5.0","18.64"
"Hyundai i10 Magna 1.2 iTech SE","Pune","2012.0","45275.0","Petrol","Manual","First","20.36 kmpl","1197 CC","78.9 bhp","5.0","2.8"
"Toyota Innova Crysta 2.4 ZX MT","Chennai","2016.0","48000.0","Diesel","Manual","First","13.68 kmpl","2393 CC","147.8 bhp","7.0","20.25"
"Audi A6 2011-2015 2.0 TDI Technology","Kochi","2015.0","31652.0","Diesel","Automatic","First","17.68 kmpl","1968 CC","174.33 bhp","5.0","26.78"
"Toyota Innova 2.5 VX (Diesel) 7 Seater","Hyderabad","2010.0","109000.0","Diesel","Manual","Second","12.99 kmpl","2494 CC","100.6 bhp","7.0","8.26"
"Volkswagen Polo Petrol Trendline 1.2L","Mumbai","2015.0","31978.0","Petrol","Manual","First","16.47 kmpl","1198 CC","73.9 bhp","5.0","3.89"
"Maruti Alto K10 LXI","Hyderabad","2011.0","70000.0","Petrol","Manual","First","20.92 kmpl","998 CC","67.1 bhp","5.0","2.1"
"Honda City i-VTEC CVT ZX","Mumbai","2017.0","15000.0","Petrol","Automatic","First","18.0 kmpl","1497 CC","117.3 bhp","5.0","12.69"
"Tata Indigo LX","Coimbatore","2013.0","59138.0","Diesel","Manual","First","17.0 kmpl","1405 CC","70 bhp","5.0","2.58"
"Audi A6 2011-2015 2.0 TDI Premium Plus","Kochi","2014.0","61726.0","Diesel","Automatic","First","17.68 kmpl","1968 CC","174.33 bhp","5.0","20.77"
"Mercedes-Benz GLA Class 200 CDI SPORT","Delhi","2015.0","48000.0","Diesel","Automatic","First","17.9 kmpl","2143 CC","136 bhp","5.0","20.26"
"Hyundai Santro Xing XL","Chennai","2006.0","58000.0","Petrol","Manual","Second","0.0 kmpl","1086 CC","null bhp","5.0","1.5"
"Maruti Swift VDI BSIV","Kolkata","2011.0","60020.0","Diesel","Manual","First","17.8 kmpl","1248 CC","null bhp","5.0","2.5"
"Maruti Celerio VXI AT","Hyderabad","2014.0","77815.0","Petrol","Automatic","First","23.1 kmpl","998 CC","67.04 bhp","5.0","4.25"
"Mercedes-Benz GLE 250d","Hyderabad","2017.0","29000.0","Diesel","Automatic","First","17.9 kmpl","2143 CC","201.15 bhp","5.0","57.0"
"Land Rover Range Rover HSE Dynamic","Delhi","2017.0","44000.0","Diesel","Automatic","First","12.7 kmpl","2179 CC","187.7 bhp","5.0","44.0"
"Volkswagen Vento Diesel Trendline","Hyderabad","2011.0","108626.0","Diesel","Manual","First","20.54 kmpl","1598 CC","103.6 bhp","5.0","3.65"
"Maruti Omni 8 Seater BSIV","Hyderabad","2012.0","71791.0","Petrol","Manual","First","14.0 kmpl","796 CC","35 bhp","5.0","2.05"
"Honda Brio 1.2 VX MT","Kochi","2012.0","91931.0","Petrol","Manual","First","18.5 kmpl","1198 CC","86.8 bhp","5.0","3.13"
"Tata Sumo Delux","Hyderabad","2000.0","158000.0","Diesel","Manual","Second","14.07 kmpl","2956 CC","83.1 bhp","7.0","1.5"
"Tata Indica Vista Aura 1.3 Quadrajet","Pune","2012.0","91183.0","Diesel","Manual","First","18.0 kmpl","1248 CC","75 bhp","5.0","2.85"
"Maruti Wagon R LXI BS IV","Delhi","2012.0","65000.0","Petrol","Manual","First","18.9 kmpl","998 CC","67.1 bhp","5.0","2.65"
"Mahindra XUV500 W8 4WD","Hyderabad","2015.0","88428.0","Diesel","Manual","First","16.0 kmpl","2179 CC","140 bhp","7.0","10.6"
"Tata Indigo LS Dicor","Pune","2008.0","138000.0","Diesel","Manual","Second","17.1 kmpl","1396 CC","70 bhp","5.0","1.25"
"Maruti Ertiga Paseo VXI","Mumbai","2018.0","18000.0","Petrol","Manual","First","16.02 kmpl","1373 CC","93.7 bhp","7.0","8.25"
"Honda Accord 2.4 A/T","Mumbai","2011.0","60000.0","Petrol","Automatic","First","11.7 kmpl","2354 CC","177.6 bhp","5.0","4.45"
"Maruti Swift Dzire VDi","Kolkata","2012.0","48000.0","Diesel","Manual","First","19.3 kmpl","1248 CC","73.9 bhp","5.0","3.7"
"Ford Fiesta EXi 1.4 TDCi Ltd","Hyderabad","2009.0","160000.0","Diesel","Manual","First","17.8 kmpl","1399 CC","68 bhp","5.0","2.8"
"Honda City ZX GXi","Kolkata","2008.0","40000.0","Petrol","Manual","First","17.7 kmpl","1497 CC","78 bhp","5.0","1.8"
"Audi A6 2011-2015 2.0 TDI Premium Plus","Kochi","2014.0","51495.0","Diesel","Automatic","First","17.68 kmpl","1968 CC","174.33 bhp","5.0","21.95"
"BMW 6 Series 640d Gran Coupe","Mumbai","2011.0","30000.0","Diesel","Automatic","First","9.52 kmpl","2993 CC","313 bhp","4.0","49.0"
"Audi Q7 45 TDI Quattro Technology","Coimbatore","2017.0","97430.0","Diesel","Automatic","First","14.75 kmpl","2967 CC","245 bhp","7.0","62.67"
"Maruti Zen Estilo LXI Green (CNG)","Pune","2008.0","42496.0","CNG","Manual","First","26.3 km/kg","998 CC","67.1 bhp","5.0","1.4"
"Hyundai i20 1.4 CRDi Asta","Pune","2012.0","83000.0","Diesel","Manual","First","23.0 kmpl","1396 CC","90 bhp","5.0","5.5"
"Hyundai i10 Sportz AT","Bangalore","2009.0","37000.0","Petrol","Automatic","Third","16.95 kmpl","1197 CC","78.9 bhp","5.0","2.95"
"Honda Jazz 1.2 V CVT i VTEC","Kochi","2016.0","28503.0","Petrol","Automatic","First","19.0 kmpl","1199 CC","88.7 bhp","5.0","6.86"
"Maruti Swift VDI BSIV","Hyderabad","2015.0","76496.0","Diesel","Manual","First","25.2 kmpl","1248 CC","74 bhp","5.0","6.15"
"Hyundai i20 Asta 1.2","Pune","2011.0","79152.0","Petrol","Manual","Second","18.5 kmpl","1197 CC","82.85 bhp","5.0","3.3"
"Volkswagen Polo Petrol Comfortline 1.2L","Kolkata","2011.0","32000.0","Petrol","Manual","First","16.47 kmpl","1198 CC","73.9 bhp","5.0","2.55"
"Maruti Alto LXi","Ahmedabad","2009.0","35000.0","Petrol","Manual","First","19.7 kmpl","796 CC","46.3 bhp","5.0","1.5"
"Toyota Corolla H4","Chennai","2004.0","105000.0","Petrol","Automatic","Second","11.3 kmpl","1794 CC","125 bhp","5.0","2.5"
"Maruti Alto LXi","Chennai","2006.0","56000.0","Petrol","Manual","Second","19.7 kmpl","796 CC","46.3 bhp","5.0","1.4"
"Tata Manza ELAN Quadrajet BS IV","Pune","2012.0","73000.0","Diesel","Manual","First","21.12 kmpl","1248 CC","88.8 bhp","5.0","3.4"
"Maruti Alto LXi","Pune","2012.0","38000.0","Petrol","Manual","First","19.7 kmpl","796 CC","46.3 bhp","5.0","2.25"
"Skoda Octavia Ambition Plus 2.0 TDI AT","Kolkata","2013.0","775000.0","Diesel","Automatic","First","19.3 kmpl","1968 CC","141 bhp","5.0","7.5"
"Toyota Corolla H4","Kolkata","2008.0","80000.0","Petrol","Automatic","First","11.3 kmpl","1794 CC","125 bhp","5.0","2.8"
